time,step,valid_time,temp_c
2025-08-14 00:00:00,0 days 00:00:00,2025-08-14 00:00:00,18.766144
2025-08-14 00:00:00,0 days 06:00:00,2025-08-14 06:00:00,16.687073
2025-08-14 00:00:00,0 days 12:00:00,2025-08-14 12:00:00,24.931885
2025-08-14 00:00:00,0 days 18:00:00,2025-08-14 18:00:00,25.492096
2025-08-14 00:00:00,1 days 00:00:00,2025-08-15 00:00:00,17.545624
2025-08-14 00:00:00,1 days 06:00:00,2025-08-15 06:00:00,17.214722
2025-08-14 00:00:00,1 days 12:00:00,2025-08-15 12:00:00,27.170319
2025-08-14 00:00:00,1 days 18:00:00,2025-08-15 18:00:00,26.197418
2025-08-14 00:00:00,2 days 00:00:00,2025-08-16 00:00:00,17.779022
2025-08-14 00:00:00,2 days 06:00:00,2025-08-16 06:00:00,17.10257
2025-08-14 00:00:00,2 days 12:00:00,2025-08-16 12:00:00,22.116547
2025-08-14 00:00:00,2 days 18:00:00,2025-08-16 18:00:00,21.51828
2025-08-14 00:00:00,3 days 00:00:00,2025-08-17 00:00:00,14.213348
2025-08-14 00:00:00,3 days 06:00:00,2025-08-17 06:00:00,13.714203
2025-08-14 00:00:00,3 days 12:00:00,2025-08-17 12:00:00,21.796967
2025-08-14 00:00:00,3 days 18:00:00,2025-08-17 18:00:00,21.024994
2025-08-14 00:00:00,4 days 00:00:00,2025-08-18 00:00:00,15.240936
2025-08-14 00:00:00,4 days 06:00:00,2025-08-18 06:00:00,15.68985
2025-08-14 00:00:00,4 days 12:00:00,2025-08-18 12:00:00,20.317383
2025-08-14 00:00:00,4 days 18:00:00,2025-08-18 18:00:00,19.85733
2025-08-14 00:00:00,5 days 00:00:00,2025-08-19 00:00:00,15.735962
2025-08-14 00:00:00,5 days 06:00:00,2025-08-19 06:00:00,15.595612
2025-08-14 00:00:00,5 days 12:00:00,2025-08-19 12:00:00,21.208893
2025-08-14 00:00:00,5 days 18:00:00,2025-08-19 18:00:00,19.924957
2025-08-14 00:00:00,6 days 00:00:00,2025-08-20 00:00:00,15.345154
2025-08-14 00:00:00,6 days 06:00:00,2025-08-20 06:00:00,14.792145
2025-08-14 00:00:00,6 days 12:00:00,2025-08-20 12:00:00,18.317047
2025-08-14 00:00:00,6 days 18:00:00,2025-08-20 18:00:00,17.136566
2025-08-14 00:00:00,7 days 00:00:00,2025-08-21 00:00:00,13.846832
2025-08-14 00:00:00,7 days 06:00:00,2025-08-21 06:00:00,13.147766
2025-08-14 00:00:00,7 days 12:00:00,2025-08-21 12:00:00,18.787292
2025-08-14 00:00:00,7 days 18:00:00,2025-08-21 18:00:00,17.569672
2025-08-14 00:00:00,8 days 00:00:00,2025-08-22 00:00:00,13.0903015
2025-08-14 00:00:00,8 days 06:00:00,2025-08-22 06:00:00,11.275696
2025-08-14 00:00:00,8 days 12:00:00,2025-08-22 12:00:00,18.168243
2025-08-14 00:00:00,8 days 18:00:00,2025-08-22 18:00:00,18.127716
2025-08-14 00:00:00,9 days 00:00:00,2025-08-23 00:00:00,10.704926
2025-08-14 00:00:00,9 days 06:00:00,2025-08-23 06:00:00,10.704254
2025-08-14 00:00:00,9 days 12:00:00,2025-08-23 12:00:00,21.454193
2025-08-14 00:00:00,9 days 18:00:00,2025-08-23 18:00:00,19.93576
2025-08-14 00:00:00,10 days 00:00:00,2025-08-24 00:00:00,12.925232
2025-08-14 00:00:00,10 days 06:00:00,2025-08-24 06:00:00,12.912781
2025-08-14 00:00:00,10 days 12:00:00,2025-08-24 12:00:00,20.471283
2025-08-14 00:00:00,10 days 18:00:00,2025-08-24 18:00:00,18.330414
2025-08-14 00:00:00,11 days 00:00:00,2025-08-25 00:00:00,15.162323
2025-08-14 00:00:00,11 days 06:00:00,2025-08-25 06:00:00,13.695892
2025-08-14 00:00:00,11 days 12:00:00,2025-08-25 12:00:00,20.1055
2025-08-14 00:00:00,11 days 18:00:00,2025-08-25 18:00:00,18.88147
2025-08-14 00:00:00,12 days 00:00:00,2025-08-26 00:00:00,18.124542
2025-08-14 00:00:00,12 days 06:00:00,2025-08-26 06:00:00,18.02478
2025-08-14 00:00:00,12 days 12:00:00,2025-08-26 12:00:00,21.987305
2025-08-14 00:00:00,12 days 18:00:00,2025-08-26 18:00:00,20.072723
2025-08-14 00:00:00,13 days 00:00:00,2025-08-27 00:00:00,17.432343
2025-08-14 00:00:00,13 days 06:00:00,2025-08-27 06:00:00,17.022003
2025-08-14 00:00:00,13 days 12:00:00,2025-08-27 12:00:00,21.267914
2025-08-14 00:00:00,13 days 18:00:00,2025-08-27 18:00:00,19.293732
2025-08-14 00:00:00,14 days 00:00:00,2025-08-28 00:00:00,15.944
2025-08-14 00:00:00,14 days 06:00:00,2025-08-28 06:00:00,14.510742
2025-08-14 00:00:00,14 days 12:00:00,2025-08-28 12:00:00,18.979187
2025-08-14 00:00:00,14 days 18:00:00,2025-08-28 18:00:00,17.067139
2025-08-14 00:00:00,15 days 00:00:00,2025-08-29 00:00:00,13.761017
2025-08-14 06:00:00,0 days 00:00:00,2025-08-14 06:00:00,16.946594
2025-08-14 06:00:00,0 days 06:00:00,2025-08-14 12:00:00,24.852081
2025-08-14 06:00:00,0 days 12:00:00,2025-08-14 18:00:00,25.409698
2025-08-14 06:00:00,0 days 18:00:00,2025-08-15 00:00:00,17.670654
2025-08-14 06:00:00,1 days 00:00:00,2025-08-15 06:00:00,17.13797
2025-08-14 06:00:00,1 days 06:00:00,2025-08-15 12:00:00,27.07779
2025-08-14 06:00:00,1 days 12:00:00,2025-08-15 18:00:00,26.32492
2025-08-14 06:00:00,1 days 18:00:00,2025-08-16 00:00:00,17.626099
2025-08-14 06:00:00,2 days 00:00:00,2025-08-16 06:00:00,17.085754
2025-08-14 06:00:00,2 days 06:00:00,2025-08-16 12:00:00,22.239227
2025-08-14 06:00:00,2 days 12:00:00,2025-08-16 18:00:00,21.600311
2025-08-14 06:00:00,2 days 18:00:00,2025-08-17 00:00:00,14.503479
2025-08-14 06:00:00,3 days 00:00:00,2025-08-17 06:00:00,13.98996
