time,step,valid_time,temp_c
2025-06-13 00:00:00,0 days 00:00:00,2025-06-13 00:00:00,17.243195
2025-06-13 00:00:00,0 days 06:00:00,2025-06-13 06:00:00,17.810211
2025-06-13 00:00:00,0 days 12:00:00,2025-06-13 12:00:00,26.37851
2025-06-13 00:00:00,0 days 18:00:00,2025-06-13 18:00:00,26.159637
2025-06-13 00:00:00,1 days 00:00:00,2025-06-14 00:00:00,17.952393
2025-06-13 00:00:00,1 days 06:00:00,2025-06-14 06:00:00,18.154694
2025-06-13 00:00:00,1 days 12:00:00,2025-06-14 12:00:00,22.480255
2025-06-13 00:00:00,1 days 18:00:00,2025-06-14 18:00:00,20.278717
2025-06-13 00:00:00,2 days 00:00:00,2025-06-15 00:00:00,13.852936
2025-06-13 00:00:00,2 days 06:00:00,2025-06-15 06:00:00,14.449921
2025-06-13 00:00:00,2 days 12:00:00,2025-06-15 12:00:00,20.927765
2025-06-13 00:00:00,2 days 18:00:00,2025-06-15 18:00:00,22.04956
2025-06-13 00:00:00,3 days 00:00:00,2025-06-16 00:00:00,15.158722
2025-06-13 00:00:00,3 days 06:00:00,2025-06-16 06:00:00,15.61142
2025-06-13 00:00:00,3 days 12:00:00,2025-06-16 12:00:00,23.488556
2025-06-13 00:00:00,3 days 18:00:00,2025-06-16 18:00:00,24.46344
2025-06-13 00:00:00,4 days 00:00:00,2025-06-17 00:00:00,16.111816
2025-06-13 00:00:00,4 days 06:00:00,2025-06-17 06:00:00,16.444092
2025-06-13 00:00:00,4 days 12:00:00,2025-06-17 12:00:00,25.560577
2025-06-13 00:00:00,4 days 18:00:00,2025-06-17 18:00:00,25.758087
2025-06-13 00:00:00,5 days 00:00:00,2025-06-18 00:00:00,17.258331
2025-06-13 00:00:00,5 days 06:00:00,2025-06-18 06:00:00,17.546295
2025-06-13 00:00:00,5 days 12:00:00,2025-06-18 12:00:00,25.929626
2025-06-13 00:00:00,5 days 18:00:00,2025-06-18 18:00:00,26.141998
