time,step,valid_time,temp_c
2025-06-16 00:00:00,0 days 00:00:00,2025-06-16 00:00:00,16.200897
2025-06-16 00:00:00,0 days 06:00:00,2025-06-16 06:00:00,15.945557
2025-06-16 00:00:00,0 days 12:00:00,2025-06-16 12:00:00,24.48471
2025-06-16 00:00:00,0 days 18:00:00,2025-06-16 18:00:00,25.170319
2025-06-16 00:00:00,1 days 00:00:00,2025-06-17 00:00:00,16.131744
2025-06-16 00:00:00,1 days 06:00:00,2025-06-17 06:00:00,16.103485
2025-06-16 00:00:00,1 days 12:00:00,2025-06-17 12:00:00,25.892792
2025-06-16 00:00:00,1 days 18:00:00,2025-06-17 18:00:00,26.66629
2025-06-16 00:00:00,2 days 00:00:00,2025-06-18 00:00:00,17.7117
2025-06-16 00:00:00,2 days 06:00:00,2025-06-18 06:00:00,17.29953
2025-06-16 00:00:00,2 days 12:00:00,2025-06-18 12:00:00,26.56363
2025-06-16 00:00:00,2 days 18:00:00,2025-06-18 18:00:00,27.941528
2025-06-16 00:00:00,3 days 00:00:00,2025-06-19 00:00:00,18.371521
2025-06-16 00:00:00,3 days 06:00:00,2025-06-19 06:00:00,18.869415
2025-06-16 00:00:00,3 days 12:00:00,2025-06-19 12:00:00,28.617035
2025-06-16 00:00:00,3 days 18:00:00,2025-06-19 18:00:00,25.763458
2025-06-16 00:00:00,4 days 00:00:00,2025-06-20 00:00:00,17.402588
2025-06-16 00:00:00,4 days 06:00:00,2025-06-20 06:00:00,18.790527
2025-06-16 00:00:00,4 days 12:00:00,2025-06-20 12:00:00,27.52246
2025-06-16 00:00:00,4 days 18:00:00,2025-06-20 18:00:00,25.741577
2025-06-16 00:00:00,5 days 00:00:00,2025-06-21 00:00:00,17.272247
2025-06-16 00:00:00,5 days 06:00:00,2025-06-21 06:00:00,19.570984
2025-06-16 00:00:00,5 days 12:00:00,2025-06-21 12:00:00,31.853699
2025-06-16 00:00:00,5 days 18:00:00,2025-06-21 18:00:00,30.83252
2025-06-16 00:00:00,6 days 00:00:00,2025-06-22 00:00:00,23.226593
2025-06-16 00:00:00,6 days 06:00:00,2025-06-22 06:00:00,21.14795
2025-06-16 00:00:00,6 days 12:00:00,2025-06-22 12:00:00,25.806976
2025-06-16 00:00:00,6 days 18:00:00,2025-06-22 18:00:00,23.603119
2025-06-16 00:00:00,7 days 00:00:00,2025-06-23 00:00:00,17.727509
2025-06-16 00:00:00,7 days 06:00:00,2025-06-23 06:00:00,15.955017
2025-06-16 00:00:00,7 days 12:00:00,2025-06-23 12:00:00,20.222565
2025-06-16 00:00:00,7 days 18:00:00,2025-06-23 18:00:00,19.124573
2025-06-16 00:00:00,8 days 00:00:00,2025-06-24 00:00:00,14.923248
2025-06-16 00:00:00,8 days 06:00:00,2025-06-24 06:00:00,16.166168
2025-06-16 00:00:00,8 days 12:00:00,2025-06-24 12:00:00,22.06845
2025-06-16 00:00:00,8 days 18:00:00,2025-06-24 18:00:00,22.162994
2025-06-16 00:00:00,9 days 00:00:00,2025-06-25 00:00:00,16.61203
2025-06-16 00:00:00,9 days 06:00:00,2025-06-25 06:00:00,17.867218
2025-06-16 00:00:00,9 days 12:00:00,2025-06-25 12:00:00,23.527557
2025-06-16 00:00:00,9 days 18:00:00,2025-06-25 18:00:00,23.708588
2025-06-16 00:00:00,10 days 00:00:00,2025-06-26 00:00:00,17.419159
2025-06-16 00:00:00,10 days 06:00:00,2025-06-26 06:00:00,18.168
2025-06-16 00:00:00,10 days 12:00:00,2025-06-26 12:00:00,27.787231
2025-06-16 00:00:00,10 days 18:00:00,2025-06-26 18:00:00,27.992188
2025-06-16 00:00:00,11 days 00:00:00,2025-06-27 00:00:00,20.80722
2025-06-16 00:00:00,11 days 06:00:00,2025-06-27 06:00:00,19.380737
2025-06-16 00:00:00,11 days 12:00:00,2025-06-27 12:00:00,25.456512
2025-06-16 00:00:00,11 days 18:00:00,2025-06-27 18:00:00,24.739655
2025-06-16 00:00:00,12 days 00:00:00,2025-06-28 00:00:00,15.621368
2025-06-16 00:00:00,12 days 06:00:00,2025-06-28 06:00:00,15.960999
2025-06-16 00:00:00,12 days 12:00:00,2025-06-28 12:00:00,25.16681
2025-06-16 00:00:00,12 days 18:00:00,2025-06-28 18:00:00,26.1297
2025-06-16 00:00:00,13 days 00:00:00,2025-06-29 00:00:00,17.189789
2025-06-16 00:00:00,13 days 06:00:00,2025-06-29 06:00:00,18.416931
2025-06-16 00:00:00,13 days 12:00:00,2025-06-29 12:00:00,29.955536
2025-06-16 00:00:00,13 days 18:00:00,2025-06-29 18:00:00,30.536224
2025-06-16 00:00:00,14 days 00:00:00,2025-06-30 00:00:00,20.619171
2025-06-16 00:00:00,14 days 06:00:00,2025-06-30 06:00:00,21.688385
2025-06-16 00:00:00,14 days 12:00:00,2025-06-30 12:00:00,31.609955
2025-06-16 00:00:00,14 days 18:00:00,2025-06-30 18:00:00,31.19638
2025-06-16 00:00:00,15 days 00:00:00,2025-07-01 00:00:00,21.744904
2025-06-16 06:00:00,0 days 00:00:00,2025-06-16 06:00:00,16.30661
2025-06-16 06:00:00,0 days 06:00:00,2025-06-16 12:00:00,24.347443
2025-06-16 06:00:00,0 days 12:00:00,2025-06-16 18:00:00,24.976776
2025-06-16 06:00:00,0 days 18:00:00,2025-06-17 00:00:00,15.967438
2025-06-16 06:00:00,1 days 00:00:00,2025-06-17 06:00:00,16.003601
2025-06-16 06:00:00,1 days 06:00:00,2025-06-17 12:00:00,26.088074
2025-06-16 06:00:00,1 days 12:00:00,2025-06-17 18:00:00,26.858002
2025-06-16 06:00:00,1 days 18:00:00,2025-06-18 00:00:00,17.82315
2025-06-16 06:00:00,2 days 00:00:00,2025-06-18 06:00:00,17.538544
2025-06-16 06:00:00,2 days 06:00:00,2025-06-18 12:00:00,26.627289
2025-06-16 06:00:00,2 days 12:00:00,2025-06-18 18:00:00,27.855194
2025-06-16 06:00:00,2 days 18:00:00,2025-06-19 00:00:00,18.334564
2025-06-16 06:00:00,3 days 00:00:00,2025-06-19 06:00:00,19.104523
2025-06-16 06:00:00,3 days 06:00:00,2025-06-19 12:00:00,29.173248
