time,step,valid_time,temp_c
2025-07-18 00:00:00,0 days 00:00:00,2025-07-18 00:00:00,20.598602
2025-07-18 00:00:00,0 days 06:00:00,2025-07-18 06:00:00,19.214508
2025-07-18 00:00:00,0 days 12:00:00,2025-07-18 12:00:00,27.66806
2025-07-18 00:00:00,0 days 18:00:00,2025-07-18 18:00:00,27.220612
2025-07-18 00:00:00,1 days 00:00:00,2025-07-19 00:00:00,20.135529
2025-07-18 00:00:00,1 days 06:00:00,2025-07-19 06:00:00,17.538483
2025-07-18 00:00:00,1 days 12:00:00,2025-07-19 12:00:00,20.270538
2025-07-18 00:00:00,1 days 18:00:00,2025-07-19 18:00:00,21.714203
2025-07-18 00:00:00,2 days 00:00:00,2025-07-20 00:00:00,16.821625
2025-07-18 00:00:00,2 days 06:00:00,2025-07-20 06:00:00,17.452057
2025-07-18 00:00:00,2 days 12:00:00,2025-07-20 12:00:00,19.372375
2025-07-18 00:00:00,2 days 18:00:00,2025-07-20 18:00:00,20.111694
2025-07-18 00:00:00,3 days 00:00:00,2025-07-21 00:00:00,14.765533
2025-07-18 00:00:00,3 days 06:00:00,2025-07-21 06:00:00,15.523346
2025-07-18 00:00:00,3 days 12:00:00,2025-07-21 12:00:00,20.957245
2025-07-18 00:00:00,3 days 18:00:00,2025-07-21 18:00:00,21.108551
2025-07-18 00:00:00,4 days 00:00:00,2025-07-22 00:00:00,16.84842
2025-07-18 00:00:00,4 days 06:00:00,2025-07-22 06:00:00,16.776062
2025-07-18 00:00:00,4 days 12:00:00,2025-07-22 12:00:00,22.190613
2025-07-18 00:00:00,4 days 18:00:00,2025-07-22 18:00:00,20.788483
2025-07-18 00:00:00,5 days 00:00:00,2025-07-23 00:00:00,16.058624
2025-07-18 00:00:00,5 days 06:00:00,2025-07-23 06:00:00,15.90921
2025-07-18 00:00:00,5 days 12:00:00,2025-07-23 12:00:00,19.683624
2025-07-18 00:00:00,5 days 18:00:00,2025-07-23 18:00:00,18.598724
2025-07-18 00:00:00,6 days 00:00:00,2025-07-24 00:00:00,15.964752
2025-07-18 00:00:00,6 days 06:00:00,2025-07-24 06:00:00,15.981689
2025-07-18 00:00:00,6 days 12:00:00,2025-07-24 12:00:00,20.3992
2025-07-18 00:00:00,6 days 18:00:00,2025-07-24 18:00:00,20.371246
2025-07-18 00:00:00,7 days 00:00:00,2025-07-25 00:00:00,15.697052
2025-07-18 00:00:00,7 days 06:00:00,2025-07-25 06:00:00,15.607819
2025-07-18 00:00:00,7 days 12:00:00,2025-07-25 12:00:00,22.461151
2025-07-18 00:00:00,7 days 18:00:00,2025-07-25 18:00:00,23.46878
2025-07-18 00:00:00,8 days 00:00:00,2025-07-26 00:00:00,17.05893
2025-07-18 00:00:00,8 days 06:00:00,2025-07-26 06:00:00,16.715057
2025-07-18 00:00:00,8 days 12:00:00,2025-07-26 12:00:00,23.6846
2025-07-18 00:00:00,8 days 18:00:00,2025-07-26 18:00:00,23.150543
2025-07-18 00:00:00,9 days 00:00:00,2025-07-27 00:00:00,17.553772
2025-07-18 00:00:00,9 days 06:00:00,2025-07-27 06:00:00,15.341736
2025-07-18 00:00:00,9 days 12:00:00,2025-07-27 12:00:00,20.739899
2025-07-18 00:00:00,9 days 18:00:00,2025-07-27 18:00:00,20.499084
2025-07-18 00:00:00,10 days 00:00:00,2025-07-28 00:00:00,14.602386
2025-07-18 00:00:00,10 days 06:00:00,2025-07-28 06:00:00,13.662659
2025-07-18 00:00:00,10 days 12:00:00,2025-07-28 12:00:00,21.121796
2025-07-18 00:00:00,10 days 18:00:00,2025-07-28 18:00:00,21.84262
2025-07-18 00:00:00,11 days 00:00:00,2025-07-29 00:00:00,17.561615
2025-07-18 00:00:00,11 days 06:00:00,2025-07-29 06:00:00,17.191498
2025-07-18 00:00:00,11 days 12:00:00,2025-07-29 12:00:00,21.84018
2025-07-18 00:00:00,11 days 18:00:00,2025-07-29 18:00:00,22.488892
2025-07-18 00:00:00,12 days 00:00:00,2025-07-30 00:00:00,15.164612
2025-07-18 00:00:00,12 days 06:00:00,2025-07-30 06:00:00,14.950043
2025-07-18 00:00:00,12 days 12:00:00,2025-07-30 12:00:00,22.333038
2025-07-18 00:00:00,12 days 18:00:00,2025-07-30 18:00:00,22.658478
2025-07-18 00:00:00,13 days 00:00:00,2025-07-31 00:00:00,18.294464
2025-07-18 00:00:00,13 days 06:00:00,2025-07-31 06:00:00,16.696503
2025-07-18 00:00:00,13 days 12:00:00,2025-07-31 12:00:00,20.333954
2025-07-18 00:00:00,13 days 18:00:00,2025-07-31 18:00:00,19.477448
2025-07-18 00:00:00,14 days 00:00:00,2025-08-01 00:00:00,13.195709
2025-07-18 00:00:00,14 days 06:00:00,2025-08-01 06:00:00,12.677277
2025-07-18 00:00:00,14 days 12:00:00,2025-08-01 12:00:00,18.524078
2025-07-18 00:00:00,14 days 18:00:00,2025-08-01 18:00:00,18.168793
2025-07-18 00:00:00,15 days 00:00:00,2025-08-02 00:00:00,13.381073
2025-07-18 06:00:00,0 days 00:00:00,2025-07-18 06:00:00,18.820435
2025-07-18 06:00:00,0 days 06:00:00,2025-07-18 12:00:00,27.540558
2025-07-18 06:00:00,0 days 12:00:00,2025-07-18 18:00:00,27.4906
2025-07-18 06:00:00,0 days 18:00:00,2025-07-19 00:00:00,20.213776
2025-07-18 06:00:00,1 days 00:00:00,2025-07-19 06:00:00,17.70523
2025-07-18 06:00:00,1 days 06:00:00,2025-07-19 12:00:00,20.294464
2025-07-18 06:00:00,1 days 12:00:00,2025-07-19 18:00:00,21.651459
2025-07-18 06:00:00,1 days 18:00:00,2025-07-20 00:00:00,16.68637
2025-07-18 06:00:00,2 days 00:00:00,2025-07-20 06:00:00,17.455933
2025-07-18 06:00:00,2 days 06:00:00,2025-07-20 12:00:00,19.44928
2025-07-18 06:00:00,2 days 12:00:00,2025-07-20 18:00:00,19.959442
2025-07-18 06:00:00,2 days 18:00:00,2025-07-21 00:00:00,14.957855
