time,step,valid_time,temp_c
2025-07-29 00:00:00,0 days 00:00:00,2025-07-29 00:00:00,17.661072
2025-07-29 00:00:00,0 days 06:00:00,2025-07-29 06:00:00,14.612396
2025-07-29 00:00:00,0 days 12:00:00,2025-07-29 12:00:00,19.723358
2025-07-29 00:00:00,0 days 18:00:00,2025-07-29 18:00:00,20.767334
2025-07-29 00:00:00,1 days 00:00:00,2025-07-30 00:00:00,17.34552
2025-07-29 00:00:00,1 days 06:00:00,2025-07-30 06:00:00,16.465668
2025-07-29 00:00:00,1 days 12:00:00,2025-07-30 12:00:00,21.787872
2025-07-29 00:00:00,1 days 18:00:00,2025-07-30 18:00:00,22.8945
2025-07-29 00:00:00,2 days 00:00:00,2025-07-31 00:00:00,17.21518
2025-07-29 00:00:00,2 days 06:00:00,2025-07-31 06:00:00,17.05307
2025-07-29 00:00:00,2 days 12:00:00,2025-07-31 12:00:00,21.648712
2025-07-29 00:00:00,2 days 18:00:00,2025-07-31 18:00:00,20.584625
2025-07-29 00:00:00,3 days 00:00:00,2025-08-01 00:00:00,16.152405
2025-07-29 00:00:00,3 days 06:00:00,2025-08-01 06:00:00,14.496826
2025-07-29 00:00:00,3 days 12:00:00,2025-08-01 12:00:00,19.869629
2025-07-29 00:00:00,3 days 18:00:00,2025-08-01 18:00:00,18.415924
2025-07-29 00:00:00,4 days 00:00:00,2025-08-02 00:00:00,14.146088
2025-07-29 00:00:00,4 days 06:00:00,2025-08-02 06:00:00,13.3396
2025-07-29 00:00:00,4 days 12:00:00,2025-08-02 12:00:00,20.489197
2025-07-29 00:00:00,4 days 18:00:00,2025-08-02 18:00:00,21.323395
2025-07-29 00:00:00,5 days 00:00:00,2025-08-03 00:00:00,13.967987
2025-07-29 00:00:00,5 days 06:00:00,2025-08-03 06:00:00,14.123138
2025-07-29 00:00:00,5 days 12:00:00,2025-08-03 12:00:00,19.409363
2025-07-29 00:00:00,5 days 18:00:00,2025-08-03 18:00:00,21.28775
2025-07-29 00:00:00,6 days 00:00:00,2025-08-04 00:00:00,17.81958
2025-07-29 00:00:00,6 days 06:00:00,2025-08-04 06:00:00,17.365723
2025-07-29 00:00:00,6 days 12:00:00,2025-08-04 12:00:00,23.773834
2025-07-29 00:00:00,6 days 18:00:00,2025-08-04 18:00:00,24.095917
2025-07-29 00:00:00,7 days 00:00:00,2025-08-05 00:00:00,18.53476
2025-07-29 00:00:00,7 days 06:00:00,2025-08-05 06:00:00,16.55777
