time,step,valid_time,temp_c
2025-08-28 00:00:00,0 days 00:00:00,2025-08-28 00:00:00,16.663696
2025-08-28 00:00:00,0 days 06:00:00,2025-08-28 06:00:00,12.889008
2025-08-28 00:00:00,0 days 12:00:00,2025-08-28 12:00:00,20.981628
2025-08-28 00:00:00,0 days 18:00:00,2025-08-28 18:00:00,18.066711
2025-08-28 00:00:00,1 days 00:00:00,2025-08-29 00:00:00,14.82663
2025-08-28 00:00:00,1 days 06:00:00,2025-08-29 06:00:00,14.74176
2025-08-28 00:00:00,1 days 12:00:00,2025-08-29 12:00:00,18.29654
2025-08-28 00:00:00,1 days 18:00:00,2025-08-29 18:00:00,18.490356
2025-08-28 00:00:00,2 days 00:00:00,2025-08-30 00:00:00,14.106232
2025-08-28 00:00:00,2 days 06:00:00,2025-08-30 06:00:00,12.842255
2025-08-28 00:00:00,2 days 12:00:00,2025-08-30 12:00:00,20.197601
2025-08-28 00:00:00,2 days 18:00:00,2025-08-30 18:00:00,18.275146
2025-08-28 00:00:00,3 days 00:00:00,2025-08-31 00:00:00,16.457306
2025-08-28 00:00:00,3 days 06:00:00,2025-08-31 06:00:00,14.102692
2025-08-28 00:00:00,3 days 12:00:00,2025-08-31 12:00:00,20.163177
2025-08-28 00:00:00,3 days 18:00:00,2025-08-31 18:00:00,18.120087
2025-08-28 00:00:00,4 days 00:00:00,2025-09-01 00:00:00,14.314606
2025-08-28 00:00:00,4 days 06:00:00,2025-09-01 06:00:00,14.215515
2025-08-28 00:00:00,4 days 12:00:00,2025-09-01 12:00:00,18.893097
2025-08-28 00:00:00,4 days 18:00:00,2025-09-01 18:00:00,17.696198
2025-08-28 00:00:00,5 days 00:00:00,2025-09-02 00:00:00,13.568726
2025-08-28 00:00:00,5 days 06:00:00,2025-09-02 06:00:00,12.43277
2025-08-28 00:00:00,5 days 12:00:00,2025-09-02 12:00:00,19.356354
2025-08-28 00:00:00,5 days 18:00:00,2025-09-02 18:00:00,16.397186
2025-08-28 00:00:00,6 days 00:00:00,2025-09-03 00:00:00,14.554718
2025-08-28 00:00:00,6 days 06:00:00,2025-09-03 06:00:00,13.198517
2025-08-28 00:00:00,6 days 12:00:00,2025-09-03 12:00:00,19.344421
2025-08-28 00:00:00,6 days 18:00:00,2025-09-03 18:00:00,18.96518
2025-08-28 00:00:00,7 days 00:00:00,2025-09-04 00:00:00,18.535828
2025-08-28 00:00:00,7 days 06:00:00,2025-09-04 06:00:00,17.315826
2025-08-28 00:00:00,7 days 12:00:00,2025-09-04 12:00:00,20.806213
2025-08-28 00:00:00,7 days 18:00:00,2025-09-04 18:00:00,18.279846
2025-08-28 00:00:00,8 days 00:00:00,2025-09-05 00:00:00,13.897095
2025-08-28 00:00:00,8 days 06:00:00,2025-09-05 06:00:00,12.076019
2025-08-28 00:00:00,8 days 12:00:00,2025-09-05 12:00:00,20.09195
2025-08-28 00:00:00,8 days 18:00:00,2025-09-05 18:00:00,17.725433
2025-08-28 00:00:00,9 days 00:00:00,2025-09-06 00:00:00,12.785492
2025-08-28 00:00:00,9 days 06:00:00,2025-09-06 06:00:00,11.241974
2025-08-28 00:00:00,9 days 12:00:00,2025-09-06 12:00:00,19.259644
2025-08-28 00:00:00,9 days 18:00:00,2025-09-06 18:00:00,17.964264
2025-08-28 00:00:00,10 days 00:00:00,2025-09-07 00:00:00,10.917694
2025-08-28 00:00:00,10 days 06:00:00,2025-09-07 06:00:00,9.003143
2025-08-28 00:00:00,10 days 12:00:00,2025-09-07 12:00:00,20.878265
2025-08-28 00:00:00,10 days 18:00:00,2025-09-07 18:00:00,18.98291
2025-08-28 00:00:00,11 days 00:00:00,2025-09-08 00:00:00,11.165985
2025-08-28 00:00:00,11 days 06:00:00,2025-09-08 06:00:00,9.657837
2025-08-28 00:00:00,11 days 12:00:00,2025-09-08 12:00:00,21.116486
2025-08-28 00:00:00,11 days 18:00:00,2025-09-08 18:00:00,19.498291
2025-08-28 00:00:00,12 days 00:00:00,2025-09-09 00:00:00,12.298859
2025-08-28 00:00:00,12 days 06:00:00,2025-09-09 06:00:00,10.537872
2025-08-28 00:00:00,12 days 12:00:00,2025-09-09 12:00:00,20.353302
2025-08-28 00:00:00,12 days 18:00:00,2025-09-09 18:00:00,18.517609
2025-08-28 00:00:00,13 days 00:00:00,2025-09-10 00:00:00,14.0538025
2025-08-28 00:00:00,13 days 06:00:00,2025-09-10 06:00:00,12.674835
2025-08-28 00:00:00,13 days 12:00:00,2025-09-10 12:00:00,17.61319
2025-08-28 00:00:00,13 days 18:00:00,2025-09-10 18:00:00,15.677765
2025-08-28 00:00:00,14 days 00:00:00,2025-09-11 00:00:00,10.750702
2025-08-28 00:00:00,14 days 06:00:00,2025-09-11 06:00:00,10.552277
2025-08-28 00:00:00,14 days 12:00:00,2025-09-11 12:00:00,17.40857
2025-08-28 00:00:00,14 days 18:00:00,2025-09-11 18:00:00,15.638397
2025-08-28 00:00:00,15 days 00:00:00,2025-09-12 00:00:00,12.570038
2025-08-28 06:00:00,0 days 00:00:00,2025-08-28 06:00:00,12.698212
2025-08-28 06:00:00,0 days 06:00:00,2025-08-28 12:00:00,20.629059
2025-08-28 06:00:00,0 days 12:00:00,2025-08-28 18:00:00,17.989777
2025-08-28 06:00:00,0 days 18:00:00,2025-08-29 00:00:00,14.808502
2025-08-28 06:00:00,1 days 00:00:00,2025-08-29 06:00:00,14.763947
2025-08-28 06:00:00,1 days 06:00:00,2025-08-29 12:00:00,18.059662
2025-08-28 06:00:00,1 days 12:00:00,2025-08-29 18:00:00,18.375671
2025-08-28 06:00:00,1 days 18:00:00,2025-08-30 00:00:00,13.965118
2025-08-28 06:00:00,2 days 00:00:00,2025-08-30 06:00:00,12.71579
2025-08-28 06:00:00,2 days 06:00:00,2025-08-30 12:00:00,19.914185
2025-08-28 06:00:00,2 days 12:00:00,2025-08-30 18:00:00,18.236511
2025-08-28 06:00:00,2 days 18:00:00,2025-08-31 00:00:00,16.729584
2025-08-28 06:00:00,3 days 00:00:00,2025-08-31 06:00:00,14.03772
2025-08-28 06:00:00,3 days 06:00:00,2025-08-31 12:00:00,20.166962
2025-08-28 06:00:00,3 days 12:00:00,2025-08-31 18:00:00,18.005829
2025-08-28 06:00:00,3 days 18:00:00,2025-09-01 00:00:00,13.863739
2025-08-28 06:00:00,4 days 00:00:00,2025-09-01 06:00:00,13.60318
2025-08-28 06:00:00,4 days 06:00:00,2025-09-01 12:00:00,19.010498
2025-08-28 06:00:00,4 days 12:00:00,2025-09-01 18:00:00,17.600555
2025-08-28 06:00:00,4 days 18:00:00,2025-09-02 00:00:00,13.234924
2025-08-28 06:00:00,5 days 00:00:00,2025-09-02 06:00:00,12.134033
2025-08-28 06:00:00,5 days 06:00:00,2025-09-02 12:00:00,18.811005
2025-08-28 06:00:00,5 days 12:00:00,2025-09-02 18:00:00,15.631836
2025-08-28 06:00:00,5 days 18:00:00,2025-09-03 00:00:00,14.895355
2025-08-28 06:00:00,6 days 00:00:00,2025-09-03 06:00:00,13.8437805
2025-08-28 06:00:00,6 days 06:00:00,2025-09-03 12:00:00,18.646759
2025-08-28 06:00:00,6 days 12:00:00,2025-09-03 18:00:00,18.776703
2025-08-28 06:00:00,6 days 18:00:00,2025-09-04 00:00:00,18.345428
2025-08-28 06:00:00,7 days 00:00:00,2025-09-04 06:00:00,16.754852
2025-08-28 06:00:00,7 days 06:00:00,2025-09-04 12:00:00,20.359894
2025-08-28 06:00:00,7 days 12:00:00,2025-09-04 18:00:00,17.990814
2025-08-28 06:00:00,7 days 18:00:00,2025-09-05 00:00:00,13.043549
2025-08-28 06:00:00,8 days 00:00:00,2025-09-05 06:00:00,12.066864
2025-08-28 06:00:00,8 days 06:00:00,2025-09-05 12:00:00,18.68396
2025-08-28 06:00:00,8 days 12:00:00,2025-09-05 18:00:00,16.058563
2025-08-28 06:00:00,8 days 18:00:00,2025-09-06 00:00:00,12.027161
2025-08-28 06:00:00,9 days 00:00:00,2025-09-06 06:00:00,9.62027
2025-08-28 06:00:00,9 days 06:00:00,2025-09-06 12:00:00,19.931793
2025-08-28 06:00:00,9 days 12:00:00,2025-09-06 18:00:00,18.706268
2025-08-28 06:00:00,9 days 18:00:00,2025-09-07 00:00:00,11.471527
2025-08-28 06:00:00,10 days 00:00:00,2025-09-07 06:00:00,9.885223
2025-08-28 06:00:00,10 days 06:00:00,2025-09-07 12:00:00,20.72995
2025-08-28 06:00:00,10 days 12:00:00,2025-09-07 18:00:00,19.305176
2025-08-28 06:00:00,10 days 18:00:00,2025-09-08 00:00:00,12.756561
2025-08-28 06:00:00,11 days 00:00:00,2025-09-08 06:00:00,11.221893
2025-08-28 06:00:00,11 days 06:00:00,2025-09-08 12:00:00,20.376556
2025-08-28 06:00:00,11 days 12:00:00,2025-09-08 18:00:00,18.93863
2025-08-28 06:00:00,11 days 18:00:00,2025-09-09 00:00:00,13.185211
2025-08-28 06:00:00,12 days 00:00:00,2025-09-09 06:00:00,12.763397
2025-08-28 06:00:00,12 days 06:00:00,2025-09-09 12:00:00,17.215057
2025-08-28 06:00:00,12 days 12:00:00,2025-09-09 18:00:00,14.98233
2025-08-28 06:00:00,12 days 18:00:00,2025-09-10 00:00:00,13.256989
2025-08-28 06:00:00,13 days 00:00:00,2025-09-10 06:00:00,12.831696
2025-08-28 06:00:00,13 days 06:00:00,2025-09-10 12:00:00,15.182678
2025-08-28 06:00:00,13 days 12:00:00,2025-09-10 18:00:00,14.151215
2025-08-28 06:00:00,13 days 18:00:00,2025-09-11 00:00:00,12.971344
2025-08-28 06:00:00,14 days 00:00:00,2025-09-11 06:00:00,12.499176
2025-08-28 06:00:00,14 days 06:00:00,2025-09-11 12:00:00,16.51828
2025-08-28 06:00:00,14 days 12:00:00,2025-09-11 18:00:00,15.598907
2025-08-28 06:00:00,14 days 18:00:00,2025-09-12 00:00:00,11.6987
2025-08-28 06:00:00,15 days 00:00:00,2025-09-12 06:00:00,10.621033
2025-08-28 12:00:00,0 days 00:00:00,2025-08-28 12:00:00,20.004303
2025-08-28 12:00:00,0 days 06:00:00,2025-08-28 18:00:00,17.93518
2025-08-28 12:00:00,0 days 12:00:00,2025-08-29 00:00:00,14.773346
2025-08-28 12:00:00,0 days 18:00:00,2025-08-29 06:00:00,15.049286
2025-08-28 12:00:00,1 days 00:00:00,2025-08-29 12:00:00,18.954773
2025-08-28 12:00:00,1 days 06:00:00,2025-08-29 18:00:00,18.519653
2025-08-28 12:00:00,1 days 12:00:00,2025-08-30 00:00:00,14.1935425
2025-08-28 12:00:00,1 days 18:00:00,2025-08-30 06:00:00,13.073517
2025-08-28 12:00:00,2 days 00:00:00,2025-08-30 12:00:00,19.80661
2025-08-28 12:00:00,2 days 06:00:00,2025-08-30 18:00:00,18.158234
2025-08-28 12:00:00,2 days 12:00:00,2025-08-31 00:00:00,16.55893
2025-08-28 12:00:00,2 days 18:00:00,2025-08-31 06:00:00,13.953033
2025-08-28 12:00:00,3 days 00:00:00,2025-08-31 12:00:00,20.231232
2025-08-28 12:00:00,3 days 06:00:00,2025-08-31 18:00:00,18.084686
2025-08-28 12:00:00,3 days 12:00:00,2025-09-01 00:00:00,14.01828
2025-08-28 12:00:00,3 days 18:00:00,2025-09-01 06:00:00,13.79599
2025-08-28 12:00:00,4 days 00:00:00,2025-09-01 12:00:00,18.68045
2025-08-28 12:00:00,4 days 06:00:00,2025-09-01 18:00:00,17.37436
2025-08-28 12:00:00,4 days 12:00:00,2025-09-02 00:00:00,13.744293
2025-08-28 12:00:00,4 days 18:00:00,2025-09-02 06:00:00,13.045837
2025-08-28 12:00:00,5 days 00:00:00,2025-09-02 12:00:00,16.541412
2025-08-28 12:00:00,5 days 06:00:00,2025-09-02 18:00:00,17.666046
2025-08-28 12:00:00,5 days 12:00:00,2025-09-03 00:00:00,14.365753
2025-08-28 12:00:00,5 days 18:00:00,2025-09-03 06:00:00,14.953339
2025-08-28 12:00:00,6 days 00:00:00,2025-09-03 12:00:00,20.192383
2025-08-28 12:00:00,6 days 06:00:00,2025-09-03 18:00:00,19.3638
2025-08-28 12:00:00,6 days 12:00:00,2025-09-04 00:00:00,16.640747
2025-08-28 12:00:00,6 days 18:00:00,2025-09-04 06:00:00,14.934357
2025-08-28 12:00:00,7 days 00:00:00,2025-09-04 12:00:00,20.682587
2025-08-28 12:00:00,7 days 06:00:00,2025-09-04 18:00:00,18.32837
2025-08-28 12:00:00,7 days 12:00:00,2025-09-05 00:00:00,12.422821
2025-08-28 12:00:00,7 days 18:00:00,2025-09-05 06:00:00,11.172943
2025-08-28 12:00:00,8 days 00:00:00,2025-09-05 12:00:00,19.493805
2025-08-28 12:00:00,8 days 06:00:00,2025-09-05 18:00:00,17.348633
2025-08-28 12:00:00,8 days 12:00:00,2025-09-06 00:00:00,12.716888
2025-08-28 12:00:00,8 days 18:00:00,2025-09-06 06:00:00,11.849152
2025-08-28 12:00:00,9 days 00:00:00,2025-09-06 12:00:00,18.493622
2025-08-28 12:00:00,9 days 06:00:00,2025-09-06 18:00:00,17.577423
2025-08-28 12:00:00,9 days 12:00:00,2025-09-07 00:00:00,11.310944
2025-08-28 12:00:00,9 days 18:00:00,2025-09-07 06:00:00,9.416626
2025-08-28 12:00:00,10 days 00:00:00,2025-09-07 12:00:00,19.964264
2025-08-28 12:00:00,10 days 06:00:00,2025-09-07 18:00:00,18.62799
2025-08-28 12:00:00,10 days 12:00:00,2025-09-08 00:00:00,11.894501
2025-08-28 12:00:00,10 days 18:00:00,2025-09-08 06:00:00,10.457428
2025-08-28 12:00:00,11 days 00:00:00,2025-09-08 12:00:00,18.842255
2025-08-28 12:00:00,11 days 06:00:00,2025-09-08 18:00:00,17.77066
2025-08-28 12:00:00,11 days 12:00:00,2025-09-09 00:00:00,12.805023
2025-08-28 12:00:00,11 days 18:00:00,2025-09-09 06:00:00,11.011749
2025-08-28 12:00:00,12 days 00:00:00,2025-09-09 12:00:00,18.95398
2025-08-28 12:00:00,12 days 06:00:00,2025-09-09 18:00:00,17.835419
2025-08-28 12:00:00,12 days 12:00:00,2025-09-10 00:00:00,13.363892
2025-08-28 12:00:00,12 days 18:00:00,2025-09-10 06:00:00,12.038635
2025-08-28 12:00:00,13 days 00:00:00,2025-09-10 12:00:00,19.19278
2025-08-28 12:00:00,13 days 06:00:00,2025-09-10 18:00:00,17.521729
2025-08-28 12:00:00,13 days 12:00:00,2025-09-11 00:00:00,13.243439
2025-08-28 12:00:00,13 days 18:00:00,2025-09-11 06:00:00,12.922638
2025-08-28 12:00:00,14 days 00:00:00,2025-09-11 12:00:00,17.594818
2025-08-28 12:00:00,14 days 06:00:00,2025-09-11 18:00:00,16.76175
2025-08-28 12:00:00,14 days 12:00:00,2025-09-12 00:00:00,13.467804
2025-08-28 12:00:00,14 days 18:00:00,2025-09-12 06:00:00,13.018097
2025-08-28 12:00:00,15 days 00:00:00,2025-09-12 12:00:00,21.329529
2025-08-28 18:00:00,0 days 00:00:00,2025-08-28 18:00:00,18.115448
2025-08-28 18:00:00,0 days 06:00:00,2025-08-29 00:00:00,14.904999
2025-08-28 18:00:00,0 days 12:00:00,2025-08-29 06:00:00,15.151764
2025-08-28 18:00:00,0 days 18:00:00,2025-08-29 12:00:00,18.641266
2025-08-28 18:00:00,1 days 00:00:00,2025-08-29 18:00:00,18.309387
2025-08-28 18:00:00,1 days 06:00:00,2025-08-30 00:00:00,14.292145
2025-08-28 18:00:00,1 days 12:00:00,2025-08-30 06:00:00,13.0589905
2025-08-28 18:00:00,1 days 18:00:00,2025-08-30 12:00:00,20.181427
2025-08-28 18:00:00,2 days 00:00:00,2025-08-30 18:00:00,18.213837
2025-08-28 18:00:00,2 days 06:00:00,2025-08-31 00:00:00,17.13147
2025-08-28 18:00:00,2 days 12:00:00,2025-08-31 06:00:00,14.144501
2025-08-28 18:00:00,2 days 18:00:00,2025-08-31 12:00:00,20.376495
2025-08-28 18:00:00,3 days 00:00:00,2025-08-31 18:00:00,18.246735
2025-08-28 18:00:00,3 days 06:00:00,2025-09-01 00:00:00,14.320404
2025-08-28 18:00:00,3 days 12:00:00,2025-09-01 06:00:00,14.133148
2025-08-28 18:00:00,3 days 18:00:00,2025-09-01 12:00:00,18.682068
2025-08-28 18:00:00,4 days 00:00:00,2025-09-01 18:00:00,17.437164
2025-08-28 18:00:00,4 days 06:00:00,2025-09-02 00:00:00,13.884125
2025-08-28 18:00:00,4 days 12:00:00,2025-09-02 06:00:00,13.114075
2025-08-28 18:00:00,4 days 18:00:00,2025-09-02 12:00:00,16.719086
2025-08-28 18:00:00,5 days 00:00:00,2025-09-02 18:00:00,17.539948
2025-08-28 18:00:00,5 days 06:00:00,2025-09-03 00:00:00,14.458069
2025-08-28 18:00:00,5 days 12:00:00,2025-09-03 06:00:00,16.073334
2025-08-28 18:00:00,5 days 18:00:00,2025-09-03 12:00:00,19.865906
2025-08-28 18:00:00,6 days 00:00:00,2025-09-03 18:00:00,17.787903
2025-08-28 18:00:00,6 days 06:00:00,2025-09-04 00:00:00,15.405365
2025-08-28 18:00:00,6 days 12:00:00,2025-09-04 06:00:00,14.231232
2025-08-28 18:00:00,6 days 18:00:00,2025-09-04 12:00:00,20.428223
2025-08-28 18:00:00,7 days 00:00:00,2025-09-04 18:00:00,17.89029
2025-08-28 18:00:00,7 days 06:00:00,2025-09-05 00:00:00,12.670502
2025-08-28 18:00:00,7 days 12:00:00,2025-09-05 06:00:00,11.398712
2025-08-28 18:00:00,7 days 18:00:00,2025-09-05 12:00:00,19.529266
2025-08-28 18:00:00,8 days 00:00:00,2025-09-05 18:00:00,17.371063
2025-08-28 18:00:00,8 days 06:00:00,2025-09-06 00:00:00,11.992401
2025-08-28 18:00:00,8 days 12:00:00,2025-09-06 06:00:00,10.055511
2025-08-28 18:00:00,8 days 18:00:00,2025-09-06 12:00:00,20.324982
2025-08-28 18:00:00,9 days 00:00:00,2025-09-06 18:00:00,18.985626
2025-08-28 18:00:00,9 days 06:00:00,2025-09-07 00:00:00,12.174957
2025-08-28 18:00:00,9 days 12:00:00,2025-09-07 06:00:00,10.24173
2025-08-28 18:00:00,9 days 18:00:00,2025-09-07 12:00:00,20.812103
2025-08-28 18:00:00,10 days 00:00:00,2025-09-07 18:00:00,18.909607
2025-08-28 18:00:00,10 days 06:00:00,2025-09-08 00:00:00,13.770996
2025-08-28 18:00:00,10 days 12:00:00,2025-09-08 06:00:00,12.44577
2025-08-28 18:00:00,10 days 18:00:00,2025-09-08 12:00:00,18.30075
2025-08-28 18:00:00,11 days 00:00:00,2025-09-08 18:00:00,16.959747
2025-08-28 18:00:00,11 days 06:00:00,2025-09-09 00:00:00,10.757019
2025-08-28 18:00:00,11 days 12:00:00,2025-09-09 06:00:00,8.796539
2025-08-28 18:00:00,11 days 18:00:00,2025-09-09 12:00:00,16.60794
2025-08-28 18:00:00,12 days 00:00:00,2025-09-09 18:00:00,14.819489
2025-08-28 18:00:00,12 days 06:00:00,2025-09-10 00:00:00,10.020447
2025-08-28 18:00:00,12 days 12:00:00,2025-09-10 06:00:00,8.500885
2025-08-28 18:00:00,12 days 18:00:00,2025-09-10 12:00:00,15.580688
2025-08-28 18:00:00,13 days 00:00:00,2025-09-10 18:00:00,13.586639
2025-08-28 18:00:00,13 days 06:00:00,2025-09-11 00:00:00,8.492462
2025-08-28 18:00:00,13 days 12:00:00,2025-09-11 06:00:00,7.4339294
2025-08-28 18:00:00,13 days 18:00:00,2025-09-11 12:00:00,16.408478
2025-08-28 18:00:00,14 days 00:00:00,2025-09-11 18:00:00,15.031067
2025-08-28 18:00:00,14 days 06:00:00,2025-09-12 00:00:00,9.39679
2025-08-28 18:00:00,14 days 12:00:00,2025-09-12 06:00:00,7.714081
2025-08-28 18:00:00,14 days 18:00:00,2025-09-12 12:00:00,18.35205
2025-08-28 18:00:00,15 days 00:00:00,2025-09-12 18:00:00,16.608063
