time,step,valid_time,temp_c
2025-08-26 00:00:00,0 days 00:00:00,2025-08-26 00:00:00,16.65512
2025-08-26 00:00:00,0 days 06:00:00,2025-08-26 06:00:00,16.87326
2025-08-26 00:00:00,0 days 12:00:00,2025-08-26 12:00:00,23.29831
2025-08-26 00:00:00,0 days 18:00:00,2025-08-26 18:00:00,22.110992
2025-08-26 00:00:00,1 days 00:00:00,2025-08-27 00:00:00,15.961487
2025-08-26 00:00:00,1 days 06:00:00,2025-08-27 06:00:00,14.873322
2025-08-26 00:00:00,1 days 12:00:00,2025-08-27 12:00:00,21.440125
2025-08-26 00:00:00,1 days 18:00:00,2025-08-27 18:00:00,19.042633
2025-08-26 00:00:00,2 days 00:00:00,2025-08-28 00:00:00,15.005371
2025-08-26 00:00:00,2 days 06:00:00,2025-08-28 06:00:00,12.474823
2025-08-26 00:00:00,2 days 12:00:00,2025-08-28 12:00:00,20.9794
2025-08-26 00:00:00,2 days 18:00:00,2025-08-28 18:00:00,18.27652
2025-08-26 00:00:00,3 days 00:00:00,2025-08-29 00:00:00,14.695221
2025-08-26 00:00:00,3 days 06:00:00,2025-08-29 06:00:00,14.632019
2025-08-26 00:00:00,3 days 12:00:00,2025-08-29 12:00:00,18.119263
2025-08-26 00:00:00,3 days 18:00:00,2025-08-29 18:00:00,18.985626
2025-08-26 00:00:00,4 days 00:00:00,2025-08-30 00:00:00,14.0694275
2025-08-26 00:00:00,4 days 06:00:00,2025-08-30 06:00:00,13.40036
2025-08-26 00:00:00,4 days 12:00:00,2025-08-30 12:00:00,16.460571
2025-08-26 00:00:00,4 days 18:00:00,2025-08-30 18:00:00,19.090485
2025-08-26 00:00:00,5 days 00:00:00,2025-08-31 00:00:00,15.003387
2025-08-26 00:00:00,5 days 06:00:00,2025-08-31 06:00:00,14.000122
2025-08-26 00:00:00,5 days 12:00:00,2025-08-31 12:00:00,19.924286
2025-08-26 00:00:00,5 days 18:00:00,2025-08-31 18:00:00,17.807037
2025-08-26 00:00:00,6 days 00:00:00,2025-09-01 00:00:00,13.434784
2025-08-26 00:00:00,6 days 06:00:00,2025-09-01 06:00:00,12.604767
2025-08-26 00:00:00,6 days 12:00:00,2025-09-01 12:00:00,19.69284
2025-08-26 00:00:00,6 days 18:00:00,2025-09-01 18:00:00,17.46457
2025-08-26 00:00:00,7 days 00:00:00,2025-09-02 00:00:00,12.325104
2025-08-26 00:00:00,7 days 06:00:00,2025-09-02 06:00:00,10.914764
2025-08-26 00:00:00,7 days 12:00:00,2025-09-02 12:00:00,19.930176
2025-08-26 00:00:00,7 days 18:00:00,2025-09-02 18:00:00,17.763
2025-08-26 00:00:00,8 days 00:00:00,2025-09-03 00:00:00,16.037354
2025-08-26 00:00:00,8 days 06:00:00,2025-09-03 06:00:00,15.618469
2025-08-26 00:00:00,8 days 12:00:00,2025-09-03 12:00:00,18.367584
2025-08-26 00:00:00,8 days 18:00:00,2025-09-03 18:00:00,17.930573
