time,latitude,longitude,valid_time,t2m,t2m_c
2025-08-18 18:00:00,51.5,0.0,2025-08-18 18:00:00,292.6291,19.479095
2025-08-19 00:00:00,51.5,0.0,2025-08-19 00:00:00,288.98682,15.8368225
2025-08-19 06:00:00,51.5,0.0,2025-08-19 06:00:00,288.94995,15.799957
2025-08-19 12:00:00,51.5,0.0,2025-08-19 12:00:00,296.5442,23.394196
2025-08-19 18:00:00,51.5,0.0,2025-08-19 18:00:00,294.1139,20.963898
2025-08-20 00:00:00,51.5,0.0,2025-08-20 00:00:00,288.99896,15.8489685
2025-08-20 06:00:00,51.5,0.0,2025-08-20 06:00:00,288.20978,15.059784
2025-08-20 12:00:00,51.5,0.0,2025-08-20 12:00:00,290.93182,17.78183
2025-08-20 18:00:00,51.5,0.0,2025-08-20 18:00:00,291.96,18.809998
2025-08-21 00:00:00,51.5,0.0,2025-08-21 00:00:00,288.05927,14.909271
2025-08-21 06:00:00,51.5,0.0,2025-08-21 06:00:00,287.29657,14.146576
2025-08-21 12:00:00,51.5,0.0,2025-08-21 12:00:00,292.0514,18.901398
2025-08-21 18:00:00,51.5,0.0,2025-08-21 18:00:00,291.51697,18.366974
2025-08-22 00:00:00,51.5,0.0,2025-08-22 00:00:00,285.52057,12.370575
2025-08-22 06:00:00,51.5,0.0,2025-08-22 06:00:00,283.5878,10.437805
2025-08-22 12:00:00,51.5,0.0,2025-08-22 12:00:00,293.11914,19.969147
2025-08-22 18:00:00,51.5,0.0,2025-08-22 18:00:00,294.274,21.123993
2025-08-23 00:00:00,51.5,0.0,2025-08-23 00:00:00,290.76904,17.61905
2025-08-23 06:00:00,51.5,0.0,2025-08-23 06:00:00,288.25507,15.105072
2025-08-23 12:00:00,51.5,0.0,2025-08-23 12:00:00,293.8421,20.692108
2025-08-23 18:00:00,51.5,0.0,2025-08-23 18:00:00,292.50226,19.352264
2025-08-24 00:00:00,51.5,0.0,2025-08-24 00:00:00,288.04123,14.891235
2025-08-24 06:00:00,51.5,0.0,2025-08-24 06:00:00,286.92285,13.772858
2025-08-24 12:00:00,51.5,0.0,2025-08-24 12:00:00,296.7909,23.6409
2025-08-24 18:00:00,51.5,0.0,2025-08-24 18:00:00,295.4262,22.276215
2025-08-25 00:00:00,51.5,0.0,2025-08-25 00:00:00,288.03638,14.886383
2025-08-25 06:00:00,51.5,0.0,2025-08-25 06:00:00,286.47565,13.325653
2025-08-25 12:00:00,51.5,0.0,2025-08-25 12:00:00,298.41522,25.265228
2025-08-25 18:00:00,51.5,0.0,2025-08-25 18:00:00,297.19397,24.043976
2025-08-26 00:00:00,51.5,0.0,2025-08-26 00:00:00,289.8051,16.65512
2025-08-26 06:00:00,51.5,0.0,2025-08-26 06:00:00,290.5535,17.403503
2025-08-26 12:00:00,51.5,0.0,2025-08-26 12:00:00,293.9524,20.802399
2025-08-26 18:00:00,51.5,0.0,2025-08-26 18:00:00,295.53983,22.389832
2025-08-27 00:00:00,51.5,0.0,2025-08-27 00:00:00,290.02832,16.878326
2025-08-27 06:00:00,51.5,0.0,2025-08-27 06:00:00,288.8299,15.679901
2025-08-27 12:00:00,51.5,0.0,2025-08-27 12:00:00,294.3394,21.189392
2025-08-27 18:00:00,51.5,0.0,2025-08-27 18:00:00,291.59055,18.440552
2025-08-28 00:00:00,51.5,0.0,2025-08-28 00:00:00,289.8137,16.663696
2025-08-28 06:00:00,51.5,0.0,2025-08-28 06:00:00,285.8482,12.698212
2025-08-28 12:00:00,51.5,0.0,2025-08-28 12:00:00,293.1543,20.004303
2025-08-28 18:00:00,51.5,0.0,2025-08-28 18:00:00,291.26544,18.115448
2025-08-29 00:00:00,51.5,0.0,2025-08-29 00:00:00,288.33447,15.184479
2025-08-29 06:00:00,51.5,0.0,2025-08-29 06:00:00,287.38623,14.236237
2025-08-29 12:00:00,51.5,0.0,2025-08-29 12:00:00,290.8327,17.682709
2025-08-29 18:00:00,51.5,0.0,2025-08-29 18:00:00,291.25717,18.107178
2025-08-30 00:00:00,51.5,0.0,2025-08-30 00:00:00,287.69507,14.545074
2025-08-30 06:00:00,51.5,0.0,2025-08-30 06:00:00,285.90274,12.752747
2025-08-30 12:00:00,51.5,0.0,2025-08-30 12:00:00,292.8219,19.671906
2025-08-30 18:00:00,51.5,0.0,2025-08-30 18:00:00,290.9481,17.798096
